v4_0,time,time,uk_only,geography,cpih1dim1,aggregate
98.7,Month,Oct-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.3,Month,Sep-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.8,Month,Aug-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.9,Month,Jul-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97,Month,Jun-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.6,Month,May-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.4,Month,Apr-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.3,Month,Mar-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.3,Month,Feb-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
96.2,Month,Jan-16,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.7,Month,Dec-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100,Month,Oct-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.2,Month,Sep-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.6,Month,Aug-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.8,Month,Jul-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.1,Month,Jun-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.8,Month,May-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100,Month,Mar-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.8,Month,Feb-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.1,Month,Jan-15,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.5,Month,Dec-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.3,Month,Oct-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.7,Month,Sep-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.3,Month,Aug-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.5,Month,Jul-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101,Month,Jun-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.9,Month,May-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.3,Month,Mar-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.5,Month,Feb-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.3,Month,Jan-14,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103,Month,Dec-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.3,Month,Nov-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.2,Month,Oct-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.4,Month,Sep-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102,Month,Aug-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.9,Month,Jul-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.5,Month,Jun-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103,Month,May-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103.1,Month,Mar-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.8,Month,Feb-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.2,Month,Jan-13,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.9,Month,Dec-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.9,Month,Nov-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.5,Month,Oct-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102,Month,Sep-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.8,Month,Aug-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100,Month,Jul-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.7,Month,Jun-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103.3,Month,May-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.3,Month,Mar-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.7,Month,Feb-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.4,Month,Jan-12,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.1,Month,Dec-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.7,Month,Nov-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.5,Month,Oct-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.3,Month,Sep-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.8,Month,Aug-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99,Month,Jul-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.7,Month,Jun-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
100.1,Month,May-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.2,Month,Mar-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
96.5,Month,Feb-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.3,Month,Jan-11,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.2,Month,Dec-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.2,Month,Nov-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.3,Month,Oct-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.4,Month,Sep-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.4,Month,Aug-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.1,Month,Jul-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.2,Month,Jun-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.1,Month,May-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.6,Month,Mar-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94,Month,Feb-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.5,Month,Jan-10,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.4,Month,Dec-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95,Month,Nov-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.6,Month,Oct-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.6,Month,Sep-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.3,Month,Aug-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.7,Month,Jul-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.4,Month,Jun-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.4,Month,May-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.6,Month,Mar-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92,Month,Feb-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
88.5,Month,Jan-09,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.6,Month,Dec-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.2,Month,Nov-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.8,Month,Oct-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.9,Month,Sep-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.2,Month,Aug-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.3,Month,Jul-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.3,Month,Jun-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.8,Month,May-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.6,Month,Mar-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.7,Month,Feb-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
91.9,Month,Jan-08,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.4,Month,Dec-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.7,Month,Nov-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.5,Month,Oct-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.7,Month,Sep-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.7,Month,Aug-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
92.9,Month,Jul-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.7,Month,Jun-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.4,Month,May-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
94.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.1,Month,Mar-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.8,Month,Feb-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
93.4,Month,Jan-07,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.8,Month,Dec-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.8,Month,Nov-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.8,Month,Oct-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.1,Month,Sep-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
96.8,Month,Aug-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.7,Month,Jun-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.6,Month,May-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
97.3,Month,Apr-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.7,Month,Mar-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.6,Month,Feb-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
95.8,Month,Jan-06,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.1,Month,Dec-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.9,Month,Nov-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
99.9,Month,Oct-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103,Month,Sep-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101,Month,Aug-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
98.7,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103.3,Month,Jun-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103.8,Month,May-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.8,Month,Apr-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
104.5,Month,Mar-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
103.2,Month,Feb-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
101.6,Month,Jan-05,K02000001,United Kingdom,cpih1dim1G50200,05.2 Household textiles
102.6,Month,Nov-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,Oct-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.4,Month,Sep-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.4,Month,Aug-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.7,Month,Jul-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.7,Month,Jun-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.5,Month,May-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.4,Month,Apr-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,Mar-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.9,Month,Feb-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
96.7,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.7,Month,Dec-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.1,Month,Nov-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100,Month,Oct-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.3,Month,Sep-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.7,Month,Aug-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.2,Month,Jul-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.1,Month,Jun-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.9,Month,May-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.4,Month,Apr-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.8,Month,Mar-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.2,Month,Feb-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.4,Month,Jan-17,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.9,Month,Dec-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.9,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.7,Month,Oct-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.3,Month,Sep-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.8,Month,Aug-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.9,Month,Jul-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97,Month,Jun-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.6,Month,May-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.4,Month,Apr-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.3,Month,Mar-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.3,Month,Feb-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
96.2,Month,Jan-16,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.7,Month,Dec-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.8,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100,Month,Oct-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.2,Month,Sep-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.6,Month,Aug-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.8,Month,Jul-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.1,Month,Jun-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,May-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100,Month,Mar-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.8,Month,Feb-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.1,Month,Jan-15,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.5,Month,Dec-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.3,Month,Oct-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.7,Month,Sep-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.3,Month,Aug-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.5,Month,Jul-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101,Month,Jun-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.9,Month,May-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.3,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.3,Month,Mar-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.5,Month,Feb-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.3,Month,Jan-14,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
103,Month,Dec-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.3,Month,Nov-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.2,Month,Oct-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.4,Month,Sep-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102,Month,Aug-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.9,Month,Jul-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.5,Month,Jun-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
103,Month,May-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,Apr-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
103.1,Month,Mar-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.8,Month,Feb-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.2,Month,Jan-13,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.9,Month,Dec-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.9,Month,Nov-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.5,Month,Oct-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102,Month,Sep-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.8,Month,Aug-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100,Month,Jul-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99.7,Month,Jun-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
103.3,Month,May-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,Apr-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.3,Month,Mar-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.7,Month,Feb-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.4,Month,Jan-12,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.1,Month,Dec-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.7,Month,Nov-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
101.5,Month,Oct-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
102.3,Month,Sep-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.8,Month,Aug-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
99,Month,Jul-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.7,Month,Jun-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
100.1,Month,May-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.9,Month,Apr-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.2,Month,Mar-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
96.5,Month,Feb-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.3,Month,Jan-11,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.2,Month,Dec-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.2,Month,Nov-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.3,Month,Oct-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.4,Month,Sep-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.4,Month,Aug-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.1,Month,Jul-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.2,Month,Jun-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.1,Month,May-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.6,Month,Apr-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.6,Month,Mar-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94,Month,Feb-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.5,Month,Jan-10,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.4,Month,Dec-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95,Month,Nov-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.6,Month,Oct-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.6,Month,Sep-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.3,Month,Aug-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.7,Month,Jul-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.4,Month,Jun-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.4,Month,May-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.9,Month,Apr-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.6,Month,Mar-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92,Month,Feb-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
88.5,Month,Jan-09,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.6,Month,Dec-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.2,Month,Nov-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.8,Month,Oct-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.9,Month,Sep-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.2,Month,Aug-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.3,Month,Jul-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.3,Month,Jun-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.8,Month,May-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.3,Month,Apr-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.6,Month,Mar-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.7,Month,Feb-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
91.9,Month,Jan-08,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.4,Month,Dec-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.7,Month,Nov-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.5,Month,Oct-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.7,Month,Sep-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.7,Month,Aug-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
92.9,Month,Jul-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.7,Month,Jun-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.4,Month,May-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
94.9,Month,Apr-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.1,Month,Mar-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.8,Month,Feb-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
93.4,Month,Jan-07,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.8,Month,Dec-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.8,Month,Nov-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.8,Month,Oct-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.1,Month,Sep-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
96.8,Month,Aug-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
95.3,Month,Jul-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.7,Month,Jun-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.6,Month,May-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
97.3,Month,Apr-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.7,Month,Mar-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
98.6,Month,Feb-06,K02000001,United Kingdom,cpih1dim1S50200,05.2.0 Household Textiles
