V4_0,mmm-yy,time,uk-only,geography,cpih1dim1aggid,aggregate
100.4,Dec-15,Dec-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.7,Nov-15,Nov-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.4,Oct-15,Oct-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.7,Sep-15,Sep-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.4,Aug-15,Aug-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.0,Jul-15,Jul-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.0,Jun-15,Jun-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.7,May-15,May-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.1,Apr-15,Apr-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.2,Mar-15,Mar-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.4,Feb-15,Feb-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
100.0,Jan-15,Jan-15,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.4,Dec-14,Dec-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.5,Nov-14,Nov-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.4,Oct-14,Oct-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.5,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.9,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.8,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.5,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.6,May-14,May-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.2,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.8,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.6,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.2,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
99.4,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.3,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
98.4,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
97.8,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.8,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
97.4,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.7,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.9,May-13,May-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.2,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.4,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
97.2,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.3,Jan-13,Jan-13,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.4,Dec-12,Dec-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.8,Nov-12,Nov-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.7,Oct-12,Oct-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.2,Sep-12,Sep-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.6,Aug-12,Aug-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.4,Jul-12,Jul-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
96.0,Jun-12,Jun-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.6,May-12,May-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.7,Apr-12,Apr-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.8,Mar-12,Mar-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.8,Feb-12,Feb-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.2,Jan-12,Jan-12,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.4,Dec-11,Dec-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.0,Nov-11,Nov-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
94.4,Oct-11,Oct-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
95.5,Sep-11,Sep-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
94.8,Aug-11,Aug-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
91.9,Jul-11,Jul-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
91.4,Jun-11,Jun-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.3,May-11,May-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
92.3,Apr-11,Apr-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
93.1,Mar-11,Mar-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
92.6,Feb-11,Feb-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
92.5,Jan-11,Jan-11,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.6,Dec-10,Dec-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
91.0,Nov-10,Nov-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
91.8,Oct-10,Oct-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.9,Sep-10,Sep-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.5,Aug-10,Aug-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
90.0,Jul-10,Jul-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
88.9,Jun-10,Jun-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
88.1,May-10,May-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.5,Apr-10,Apr-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
88.8,Mar-10,Mar-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.9,Feb-10,Feb-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.2,Jan-10,Jan-10,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.7,Dec-09,Dec-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.2,Nov-09,Nov-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.9,Oct-09,Oct-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.6,Sep-09,Sep-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.9,Aug-09,Aug-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.2,Jul-09,Jul-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
87.6,Jun-09,Jun-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.8,May-09,May-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.6,Apr-09,Apr-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.9,Mar-09,Mar-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
86.7,Feb-09,Feb-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
84.5,Jan-09,Jan-09,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
84.6,Dec-08,Dec-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
83.9,Nov-08,Nov-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
84.6,Oct-08,Oct-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
84.8,Sep-08,Sep-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
84.3,Aug-08,Aug-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
83.3,Jul-08,Jul-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
82.6,Jun-08,Jun-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
82.1,May-08,May-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.8,Apr-08,Apr-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
81.0,Mar-08,Mar-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.8,Feb-08,Feb-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.4,Jan-08,Jan-08,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.1,Dec-07,Dec-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.0,Nov-07,Nov-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.7,Oct-07,Oct-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.8,Sep-07,Sep-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.7,Aug-07,Aug-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.9,Jul-07,Jul-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
80.1,Jun-07,Jun-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.8,May-07,May-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.8,Apr-07,Apr-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
79.5,Mar-07,Mar-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
78.9,Feb-07,Feb-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
78.7,Jan-07,Jan-07,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
78.1,Dec-06,Dec-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.9,Nov-06,Nov-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.8,Oct-06,Oct-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.3,Sep-06,Sep-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.2,Aug-06,Aug-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.0,Jul-06,Jul-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
77.2,Jun-06,Jun-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
76.7,May-06,May-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
76.5,Apr-06,Apr-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
76.3,Mar-06,Mar-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
76.0,Feb-06,Feb-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
75.3,Jan-06,Jan-06,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
75.3,Dec-05,Dec-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.6,Nov-05,Nov-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.8,Oct-05,Oct-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.6,Sep-05,Sep-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.3,Aug-05,Aug-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.0,Jul-05,Jul-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.2,Jun-05,Jun-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
74.1,May-05,May-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
73.2,Apr-05,Apr-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
72.9,Mar-05,Mar-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
72.9,Feb-05,Feb-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
73.0,Jan-05,Jan-05,K02000001,United Kingdom,cpih1dim1G50600,05.6 Goods and services for routine maintenance
91.5,Nov-18,Nov-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
91.4,Oct-18,Oct-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
92.0,Sep-18,Sep-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
91.6,Aug-18,Aug-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.3,Jul-18,Jul-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.4,Jun-18,Jun-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.0,May-18,May-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.2,Apr-18,Apr-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.6,Mar-18,Mar-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.6,Feb-18,Feb-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.6,Jan-18,Jan-18,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.7,Dec-17,Dec-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
97.2,Nov-17,Nov-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.8,Oct-17,Oct-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.1,Sep-17,Sep-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.0,Aug-17,Aug-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
97.1,Jul-17,Jul-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.8,Jun-17,Jun-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.5,May-17,May-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.8,Apr-17,Apr-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.4,Mar-17,Mar-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.2,Feb-17,Feb-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.2,Jan-17,Jan-17,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.7,Dec-16,Dec-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.7,Nov-16,Nov-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.9,Oct-16,Oct-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
93.6,Sep-16,Sep-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
92.8,Aug-16,Aug-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
92.8,Jul-16,Jul-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.7,Jun-16,Jun-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.0,May-16,May-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.0,Apr-16,Apr-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.9,Mar-16,Mar-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
97.1,Feb-16,Feb-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.0,Jan-16,Jan-16,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.3,Dec-15,Dec-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.8,Nov-15,Nov-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.2,Oct-15,Oct-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.2,Sep-15,Sep-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.9,Aug-15,Aug-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.0,Jul-15,Jul-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.1,Jun-15,Jun-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.1,May-15,May-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.6,Apr-15,Apr-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.4,Mar-15,Mar-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.0,Feb-15,Feb-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.3,Jan-15,Jan-15,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.0,Dec-14,Dec-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.6,Nov-14,Nov-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.7,Oct-14,Oct-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.0,Sep-14,Sep-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.6,Aug-14,Aug-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
104.0,Jul-14,Jul-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.5,Jun-14,Jun-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
104.8,May-14,May-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.9,Apr-14,Apr-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.1,Mar-14,Mar-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.9,Feb-14,Feb-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.8,Jan-14,Jan-14,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
104.9,Dec-13,Dec-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.6,Nov-13,Nov-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.7,Oct-13,Oct-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.8,Sep-13,Sep-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.4,Aug-13,Aug-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.4,Jul-13,Jul-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.9,Jun-13,Jun-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
102.0,May-13,May-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.3,Apr-13,Apr-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.9,Mar-13,Mar-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
103.3,Feb-13,Feb-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.0,Jan-13,Jan-13,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.8,Dec-12,Dec-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.4,Nov-12,Nov-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.0,Oct-12,Oct-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.9,Sep-12,Sep-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.6,Aug-12,Aug-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.1,Jul-12,Jul-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.3,Jun-12,Jun-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.3,May-12,May-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.3,Apr-12,Apr-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.7,Mar-12,Mar-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.8,Feb-12,Feb-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.4,Jan-12,Jan-12,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.1,Dec-11,Dec-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.6,Nov-11,Nov-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
99.6,Oct-11,Oct-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
101.6,Sep-11,Sep-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
100.3,Aug-11,Aug-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
95.6,Jul-11,Jul-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.9,Jun-11,Jun-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
93.1,May-11,May-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.5,Apr-11,Apr-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
98.0,Mar-11,Mar-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
97.3,Feb-11,Feb-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
97.1,Jan-11,Jan-11,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.3,Dec-10,Dec-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.8,Nov-10,Nov-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
96.4,Oct-10,Oct-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.9,Sep-10,Sep-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
94.2,Aug-10,Aug-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
93.3,Jul-10,Jul-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
91.3,Jun-10,Jun-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
90.0,May-10,May-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
87.3,Apr-10,Apr-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
91.8,Mar-10,Mar-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
88.5,Feb-10,Feb-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
89.0,Jan-10,Jan-10,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
88.5,Dec-09,Dec-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
87.6,Nov-09,Nov-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
90.8,Oct-09,Oct-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
90.4,Sep-09,Sep-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
91.2,Aug-09,Aug-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
90.0,Jul-09,Jul-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
90.6,Jun-09,Jun-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
89.2,May-09,May-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
89.0,Apr-09,Apr-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
89.4,Mar-09,Mar-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
88.9,Feb-09,Feb-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
84.8,Jan-09,Jan-09,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
84.9,Dec-08,Dec-08,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
83.8,Nov-08,Nov-08,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
85.8,Oct-08,Oct-08,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
86.3,Sep-08,Sep-08,K02000001,United Kingdom,cpih1dim1S50601,05.6.1 Non-durable household goods
